gpa,college_tier,study_time,switch_months,risk_score,ambition_score,stability_score,learning_score,salary_priority,wlb_preference,ctc,company_type,location_tier,workload_score,skill_match,savings_rate,switch_probability,predicted_2yr_salary,satisfaction_score
9.05,1,1.97,15,8,9,3,1,7,9,20.28,2,1,4.28,68,59.85,56.7,36.49,63.18
7.6,1,2.49,29,10,8,4,5,3,7,15.65,2,1,6.24,49,32.62,60.900000000000006,29.74,62.23
6.44,2,1.54,33,3,4,4,1,4,8,19.92,2,2,4.93,52,25.6,42.4,42.06,62.16
8.57,3,3.27,17,3,9,8,2,6,3,9.67,5,2,7.79,53,23.15,76.7,20.64,67.1
7.01,3,2.62,19,9,6,2,9,8,4,13.37,1,3,7.4,86,39.0,54.2,23.0,66.25
9.23,3,2.69,25,4,6,7,1,10,4,21.34,4,1,7.7,94,40.92,63.9,42.71,71.63
9.45,1,2.79,36,3,9,1,4,8,4,16.37,2,3,5.24,76,25.54,62.9,32.55,69.38
9.55,3,3.39,29,10,6,9,6,1,4,11.14,3,1,7.02,73,44.48,70.9,23.61,70.56
6.66,1,3.66,23,5,10,5,3,6,7,13.59,4,1,8.66,85,68.48,78.6,21.48,68.28
7.05,2,3.61,14,1,5,7,4,1,4,15.75,1,2,8.28,53,28.43,67.1,27.57,51.97
6.68,2,1.55,33,4,7,4,9,6,1,16.91,2,1,5.31,76,37.33,43.5,34.11,67.99
8.36,1,2.92,34,4,3,10,2,2,4,20.14,4,3,5.54,60,63.44,53.2,33.3,57.81
6.51,3,3.71,15,4,5,5,1,8,7,18.3,1,1,7.68,52,25.99,63.1,40.23,61.65
8.94,1,1.62,17,5,2,4,3,10,7,6.74,5,1,7.79,46,63.04,34.2,14.35,54.76
8.9,3,1.19,15,8,8,9,7,7,5,9.55,5,1,4.6,78,69.0,49.9,11.94,65.12
9.08,1,1.34,32,7,2,4,1,10,6,7.83,3,3,5.41,41,25.67,25.4,9.5,43.28
9.3,1,0.6,16,3,7,6,4,9,5,16.54,2,3,5.4,83,28.21,47.0,27.74,59.73
6.21,3,1.56,16,7,6,7,10,8,4,13.19,1,1,8.04,75,54.89,49.6,22.68,55.51
7.35,1,1.68,13,4,3,8,2,3,4,23.09,5,1,6.84,55,40.69,35.8,34.22,44.4
8.72,2,2.23,17,6,9,3,6,6,5,10.63,4,2,7.24,50,24.58,59.3,21.55,62.9
9.29,2,2.11,14,10,7,2,10,8,6,16.18,3,3,8.71,58,65.77,60.099999999999994,32.26,67.5
6.5,3,0.54,17,4,4,2,5,5,2,7.94,2,1,4.75,42,61.21,21.4,16.59,54.69
6.75,1,1.28,21,8,9,10,8,1,7,24.5,1,1,6.76,58,35.48,58.8,52.48,64.84
6.09,1,2.56,19,4,1,8,10,8,10,23.1,5,2,7.08,77,64.09,30.6,38.98,58.58
6.33,2,2.02,35,3,10,5,4,5,4,23.12,5,1,6.92,54,66.17,60.2,47.59,61.48
8.61,3,1.07,17,2,5,1,1,1,2,8.92,3,3,4.79,63,27.36,38.7,17.22,60.53
6.87,2,1.71,29,7,5,3,4,10,8,7.48,3,1,6.98,90,39.78,52.1,10.45,60.91
7.71,1,1.53,17,6,9,3,2,7,3,20.53,2,1,4.18,66,52.01,53.3,24.88,62.85
9.25,2,1.93,18,4,3,6,1,4,5,17.98,1,2,8.04,86,40.92,38.3,22.51,54.72
9.74,3,2.9,25,7,5,6,1,5,5,16.9,4,1,4.34,50,49.48,63.0,30.33,64.33
7.63,2,1.78,15,3,7,6,2,8,4,12.88,1,3,7.28,92,38.38,45.8,21.0,63.63
9.26,1,2.42,36,8,5,3,10,7,5,19.66,2,1,4.01,46,30.96,54.2,39.28,61.8
7.09,1,0.9,20,8,8,10,7,10,3,6.76,5,3,4.61,62,65.52,45.0,14.61,67.43
9.43,3,3.53,22,10,7,1,9,5,1,9.69,5,1,7.86,44,66.31,70.3,15.07,58.65
6.62,1,3.44,34,9,6,1,1,3,3,10.03,2,3,4.43,86,66.91,70.4,21.06,80.35
6.03,1,0.79,26,3,9,5,9,5,8,21.62,5,2,4.54,94,20.12,44.9,45.01,64.83
8.24,3,1.03,28,6,10,2,6,10,5,5.01,5,3,6.84,92,39.99,44.3,9.65,64.04
6.44,1,1.28,24,10,8,4,10,4,10,16.79,2,3,5.62,93,39.66,49.8,24.88,60.97
7.16,1,0.74,27,9,10,2,1,3,5,16.84,3,3,8.28,94,26.3,55.4,32.45,65.01
7.67,1,3.21,28,10,3,7,4,10,10,4.4,1,3,6.72,52,39.46,53.1,8.32,56.57
6.9,1,2.43,26,7,3,7,1,9,3,6.07,5,3,4.75,66,67.89,38.3,11.33,63.87
9.52,3,1.26,23,7,10,3,10,8,2,4.98,2,3,4.92,81,28.42,48.6,6.45,54.45
7.94,3,2.65,35,2,6,4,3,10,1,9.07,4,3,4.06,50,21.65,62.5,14.51,59.71
7.2,3,2.66,31,10,7,2,5,2,3,12.54,3,1,7.83,58,41.55,58.6,20.31,57.37
9.75,3,1.44,33,1,1,7,7,1,6,17.98,1,1,8.47,77,49.51,33.4,22.4,47.3
7.76,2,2.31,18,2,10,4,8,6,8,14.77,4,2,8.29,63,40.86,64.1,30.19,65.5
6.14,3,0.78,17,6,10,9,10,10,1,9.72,1,2,7.62,87,26.4,53.8,18.14,56.95
8.04,2,0.66,32,4,3,7,4,7,4,23.84,5,3,7.25,89,39.73,34.6,49.73,62.2
6.03,1,1.46,30,8,3,8,6,10,7,15.46,1,3,7.04,72,32.62,31.6,21.39,53.37
6.92,2,2.43,22,4,10,7,8,8,2,4.72,2,2,8.61,41,47.31,62.3,9.18,60.58
6.36,3,2.63,22,6,8,5,2,2,8,23.27,5,2,7.92,78,65.79,62.3,36.79,61.25
8.32,1,2.08,14,9,3,8,10,7,1,14.02,5,2,5.55,87,22.38,30.8,19.04,50.57
6.68,2,1.53,14,6,7,8,7,6,3,8.6,1,3,8.44,87,51.12,48.3,11.32,55.13
7.71,1,1.74,34,9,7,7,8,7,7,22.4,5,1,5.41,52,46.32,51.4,48.69,64.64
6.48,3,3.47,17,9,7,3,6,5,4,17.86,3,3,4.0,49,29.16,74.7,22.14,57.2
8.37,1,0.85,12,8,5,1,1,6,5,16.58,4,2,7.41,78,45.41,24.5,33.36,62.27
9.16,2,2.25,31,3,10,3,8,9,8,18.35,5,2,7.87,40,50.42,72.5,26.04,56.02
7.43,2,2.35,18,2,8,2,7,8,5,11.41,4,3,4.89,51,22.43,55.5,15.45,47.75
8.86,1,3.75,18,8,10,10,9,10,3,13.45,5,1,4.57,67,63.55,69.5,18.86,63.92
6.79,3,2.51,12,1,5,2,5,3,1,24.66,2,3,6.56,65,49.34,43.099999999999994,41.26,53.97
7.98,2,0.56,33,4,2,6,5,6,8,5.61,5,2,8.32,54,42.69,13.600000000000001,10.47,51.31
7.66,3,1.64,31,4,6,10,10,4,3,15.57,2,2,6.13,43,45.92,41.4,27.9,58.78
7.96,3,1.82,30,7,5,3,7,3,6,6.13,2,2,5.73,45,34.07,42.2,8.98,51.37
7.33,3,1.75,35,10,4,5,3,7,3,12.27,1,1,8.36,82,38.16,37.5,19.88,50.41
6.39,1,0.98,20,3,10,3,3,1,3,10.18,5,2,5.49,43,36.63,44.8,13.21,47.76
6.59,2,2.95,32,8,6,2,7,2,4,7.74,5,2,4.53,88,53.21,59.5,9.79,61.77
7.3,1,2.11,13,9,6,5,3,1,1,7.75,3,2,8.13,72,46.04,55.099999999999994,9.41,55.93
7.53,2,2.34,19,4,9,9,4,3,6,21.08,3,2,8.37,93,28.25,68.4,37.01,67.43
8.63,1,2.79,33,3,5,7,9,3,7,11.43,5,2,7.82,89,21.4,62.9,18.62,63.54
8.88,1,0.69,32,4,9,7,5,5,2,16.44,3,3,7.52,90,58.29,43.9,33.18,65.43
9.6,2,1.38,35,4,8,6,4,4,10,20.12,3,1,7.55,76,54.0,44.8,29.54,55.98
9.52,3,0.62,34,8,8,3,7,4,5,21.59,3,2,8.5,92,25.13,48.2,35.01,61.61
7.33,1,3.6,15,10,9,8,10,5,3,11.39,3,1,5.93,82,23.7,80.0,20.05,67.51
7.33,3,3.38,19,2,3,10,6,9,8,6.2,2,1,8.1,54,48.99,47.8,11.52,57.91
6.58,1,1.35,15,8,9,8,9,8,4,18.32,1,1,5.86,56,42.73,42.5,32.23,52.61
9.38,2,3.02,29,5,4,8,2,1,10,18.83,5,2,5.75,52,36.91,51.2,27.55,50.83
7.57,3,1.99,15,3,2,4,9,10,8,16.01,3,2,5.65,91,21.92,35.9,20.51,52.93
7.66,1,1.08,24,2,4,5,10,2,4,19.3,1,3,6.65,61,56.94,30.8,33.1,57.34
7.96,2,2.07,27,4,5,10,5,3,6,5.83,4,1,4.95,93,62.94,54.7,7.14,62.96
9.42,3,1.02,35,8,3,10,2,10,10,11.63,5,2,8.97,46,27.92,24.2,15.78,36.91
6.39,2,3.96,36,6,3,4,7,1,10,14.0,4,2,8.71,61,21.2,61.6,18.49,52.96
9.67,1,2.54,20,2,10,4,5,3,10,22.73,2,1,5.68,83,34.23,57.4,37.84,63.22
9.14,3,3.49,35,6,4,6,6,6,1,10.48,3,3,6.65,78,62.58,54.900000000000006,21.11,69.31
7.17,2,3.95,28,9,8,9,6,5,8,10.64,3,2,6.09,62,68.86,63.5,13.35,62.68
6.54,3,2.95,24,8,10,7,1,5,5,23.07,2,3,6.22,52,69.14,79.5,33.71,64.18
7.95,1,0.95,29,7,5,8,7,7,3,19.24,5,3,4.27,73,40.81,36.5,27.14,54.33
8.56,1,3.94,36,8,6,9,5,2,8,21.06,2,3,6.22,72,66.29,70.4,30.62,62.68
6.02,3,1.61,16,3,10,3,2,1,8,17.21,5,3,6.37,60,61.51,66.1,30.09,66.0
7.45,1,3.78,12,1,1,6,3,7,1,5.59,2,3,4.75,61,64.23,45.8,7.24,54.14
7.04,1,3.21,17,5,6,8,6,5,4,20.07,4,1,7.01,44,31.16,55.1,32.17,49.01
7.06,3,1.94,15,10,1,7,7,4,4,22.98,5,3,4.5,62,28.77,32.4,45.23,56.7
7.44,3,2.15,21,7,9,6,3,5,9,13.63,4,2,5.16,65,58.88,65.5,16.6,65.29
7.54,1,3.26,26,1,4,1,2,3,10,10.45,1,1,4.86,84,39.33,53.599999999999994,20.17,69.11
7.53,1,3.62,30,1,2,9,5,8,5,23.04,1,3,4.29,62,23.76,45.2,42.17,63.22
9.44,2,1.53,36,2,7,9,3,6,4,23.08,3,1,7.77,41,45.14,40.3,44.23,55.05
7.66,2,3.65,34,6,8,10,7,2,4,6.04,3,3,4.4,87,47.44,64.5,11.16,72.77
7.01,1,2.51,16,9,10,6,1,7,8,8.22,4,1,8.81,63,63.73,68.1,12.68,60.82
9.49,3,1.44,12,4,4,3,4,7,2,11.01,3,3,7.25,45,26.62,28.4,20.85,52.17
6.82,3,1.76,29,4,6,4,10,1,2,13.59,3,1,5.62,46,69.28,49.6,16.43,55.0
6.91,2,2.01,13,7,9,4,5,10,10,17.22,3,1,6.34,75,51.62,56.099999999999994,36.27,67.92
8.96,3,1.11,22,6,8,1,6,8,3,10.72,1,3,7.63,55,22.59,49.1,23.14,57.54
9.18,3,1.89,14,4,3,5,3,9,5,23.1,3,1,4.67,40,22.81,41.9,34.41,45.61
8.21,3,2.08,32,1,7,6,9,1,9,10.19,4,1,8.23,52,66.29,43.8,21.59,56.13
6.53,2,1.59,28,3,10,4,6,5,8,19.57,2,1,4.01,58,53.78,47.9,39.21,62.13
9.2,3,1.65,36,10,5,5,10,10,4,9.23,4,2,6.17,56,40.95,44.5,18.76,60.66
9.41,2,2.15,36,6,7,8,10,3,1,8.4,1,3,5.34,50,59.94,58.5,11.02,60.73
8.5,1,3.14,17,1,4,2,9,10,9,21.81,4,1,4.82,65,39.4,56.400000000000006,27.4,54.71
8.56,3,2.1,33,7,4,10,10,10,5,18.23,3,2,8.47,92,57.05,45.0,24.82,58.77
8.18,2,1.34,20,1,10,3,2,1,2,24.03,5,3,7.4,87,50.12,53.4,30.47,53.75
9.6,3,3.94,26,10,9,6,5,2,3,4.97,1,3,7.44,71,22.97,80.4,6.5,59.29
6.93,2,2.32,16,1,2,5,8,8,7,24.62,3,1,5.32,41,59.66,42.2,31.3,54.77
6.61,3,1.81,32,4,4,5,5,5,10,5.48,5,1,5.05,78,59.33,40.1,12.02,73.83
8.96,3,2.4,23,3,3,9,9,8,2,15.23,1,2,8.24,59,24.99,34.0,30.44,53.58
9.33,3,1.55,16,1,5,2,8,5,5,12.55,1,3,7.5,92,49.32,42.5,23.27,65.26
6.33,2,3.17,12,3,10,9,9,4,6,18.85,4,3,6.84,58,31.24,72.7,25.81,57.55
8.65,1,0.71,29,9,10,7,8,4,4,24.07,3,2,4.98,75,36.03,44.1,37.2,62.57
7.7,2,2.74,18,10,6,7,6,5,8,14.83,1,3,8.76,48,24.99,65.4,27.52,53.73
9.27,3,2.29,23,6,3,2,1,10,1,18.2,5,1,7.76,91,56.88,36.9,26.33,54.58
7.9,1,3.67,22,7,5,1,3,2,1,17.39,2,1,4.54,52,44.16,65.7,34.9,62.21
8.02,3,2.02,33,7,5,5,10,2,8,11.56,2,1,5.96,56,42.35,46.2,22.74,56.42
7.89,1,3.73,23,3,6,3,5,10,1,23.12,3,1,4.84,82,56.04,57.3,33.05,67.61
8.7,3,1.01,17,3,4,10,9,8,8,15.19,4,3,6.29,54,42.55,37.1,21.29,46.4
6.1,3,2.44,36,2,4,7,10,1,8,8.15,5,3,8.31,90,28.44,45.4,14.38,56.78
8.68,1,3.52,32,4,3,8,3,6,8,21.56,1,2,6.45,63,38.28,64.2,37.37,61.45
6.65,3,0.55,29,10,7,3,9,8,8,19.04,2,1,4.25,50,42.13,39.5,36.21,58.82
7.61,1,3.38,26,7,6,9,6,2,6,17.23,1,2,6.04,48,22.81,62.8,23.1,55.9
9.05,2,3.61,19,3,4,1,6,4,9,23.07,4,3,8.38,42,48.4,51.1,30.38,48.18
6.44,1,1.67,36,2,7,2,7,3,4,14.63,2,3,5.56,79,64.13,48.7,21.16,59.51
8.36,1,1.1,15,4,9,5,5,10,10,11.9,4,3,7.91,58,44.89,42.0,15.1,47.33
8.85,1,1.39,26,10,4,8,6,7,1,24.58,3,3,5.02,85,57.14,37.9,40.32,67.64
6.6,1,1.39,27,5,10,1,7,1,6,9.99,3,3,8.09,78,48.33,51.9,12.66,57.73
6.39,3,0.97,25,1,6,1,4,3,9,21.76,5,3,6.06,78,55.14,42.7,38.55,58.7
8.53,1,2.95,24,9,10,7,8,9,7,5.63,2,3,4.82,78,57.71,64.5,7.17,61.03
7.63,2,1.6,12,7,10,8,10,8,8,22.84,3,1,8.42,66,62.52,58.0,42.95,61.74
8.4,2,1.76,33,3,10,3,10,2,1,7.95,3,3,7.08,87,63.05,47.6,15.56,66.16
9.09,3,2.9,36,8,4,1,4,9,7,8.43,4,3,8.63,53,20.3,58.0,18.12,54.09
9.35,2,1.01,13,9,9,4,7,8,9,22.35,2,3,6.65,90,25.22,48.1,31.87,53.27
8.91,3,3.97,20,2,3,2,9,9,7,13.33,2,1,7.91,58,28.33,52.7,16.11,50.64
9.59,1,1.27,34,7,8,2,1,9,8,13.87,4,3,8.49,87,64.32,50.7,29.45,70.43
8.08,3,3.99,19,8,4,7,1,9,9,9.21,1,2,7.84,72,51.38,62.900000000000006,15.17,62.19
8.71,1,2.88,27,10,8,1,8,10,5,21.64,2,3,7.15,85,48.23,65.8,37.92,62.22
8.81,2,2.72,31,9,3,8,7,8,1,8.04,2,1,6.14,95,56.55,50.2,14.43,66.96
6.03,3,2.38,29,1,9,4,4,6,6,22.61,2,3,7.26,45,51.54,61.8,43.07,64.73
6.45,2,3.7,19,9,3,5,1,10,7,19.24,4,1,4.88,40,48.71,52.0,27.26,49.98
7.03,3,2.11,31,3,2,1,9,1,1,16.53,4,2,5.54,77,62.95,42.099999999999994,29.46,64.47
6.72,1,3.44,19,8,1,7,8,2,3,14.1,2,1,8.91,63,23.52,42.4,31.0,58.21
8.6,3,3.56,19,10,8,6,3,3,9,16.69,5,1,6.39,85,35.97,65.6,27.12,64.39
6.42,1,0.66,27,9,2,9,1,4,7,14.21,2,3,8.87,94,37.67,24.6,17.49,46.66
6.21,2,0.84,24,8,7,2,2,1,9,6.18,3,2,7.95,53,69.14,45.4,9.05,54.97
8.74,1,3.64,36,8,9,6,1,8,6,5.41,1,1,6.26,77,56.36,80.4,11.43,73.18
7.46,3,2.62,34,5,6,9,7,8,1,21.59,1,3,4.84,83,21.72,47.2,28.72,57.01
6.64,2,3.32,19,8,8,9,2,1,7,4.81,4,3,6.61,77,51.2,71.19999999999999,8.69,64.65
7.22,2,2.49,18,2,9,5,8,5,8,6.77,1,1,6.68,82,36.83,66.9,13.25,72.97
8.54,2,3.51,18,10,10,6,8,7,5,19.47,3,3,8.8,65,43.71,70.1,24.9,54.08
8.81,1,3.59,30,1,6,4,6,2,2,16.61,2,3,8.29,47,56.39,59.9,26.28,52.6
8.74,2,0.94,33,8,1,6,10,1,7,17.65,1,2,5.77,92,26.07,28.4,29.22,54.73
9.01,2,1.25,34,10,8,4,3,9,1,16.67,4,1,4.18,45,51.5,43.5,25.74,51.9
8.18,2,3.18,23,4,10,2,5,3,7,18.53,5,2,5.58,63,60.8,77.8,31.75,65.01
9.77,1,2.08,30,8,7,5,8,10,1,23.22,2,2,5.51,47,27.64,43.8,36.08,51.18
7.61,3,0.88,31,6,6,5,6,5,5,8.63,1,3,7.19,91,53.3,39.8,13.52,64.88
9.38,1,3.74,16,1,8,2,9,5,1,21.9,3,1,6.35,43,37.01,73.4,28.64,49.48
6.39,1,1.81,13,5,1,7,3,10,1,22.25,1,1,4.56,69,43.17,28.1,40.46,58.25
9.5,2,1.99,22,3,3,7,1,6,7,17.12,3,2,5.41,61,36.78,45.9,36.21,62.37
6.77,1,2.42,23,6,9,8,10,8,6,10.66,5,3,7.68,62,41.56,59.2,21.88,58.27
6.26,3,1.78,32,4,1,8,1,8,4,22.3,4,3,7.03,65,50.2,28.8,39.7,49.81
9.77,2,1.38,36,3,10,7,2,5,3,22.12,5,2,6.19,50,44.72,60.8,28.76,56.74
9.05,3,1.19,26,10,7,8,1,3,3,19.37,1,1,8.45,47,33.64,37.9,27.16,42.5
6.27,2,1.51,35,4,9,9,1,5,8,21.11,3,2,5.0,85,53.47,44.1,31.33,64.93
9.79,3,3.96,14,9,4,6,8,7,3,13.94,3,1,6.47,58,63.74,59.6,24.1,65.57
7.61,1,3.03,16,3,3,8,4,1,3,16.52,1,2,8.36,46,25.02,53.3,20.31,43.01
8.84,1,3.95,27,6,1,10,2,1,9,24.1,4,1,6.35,75,31.02,58.5,53.01,65.26
7.1,3,1.03,34,6,5,6,6,8,4,14.92,4,2,8.79,74,67.06,26.3,26.45,58.1
9.45,3,0.65,12,7,7,6,2,9,7,5.1,5,1,8.36,85,58.37,46.5,8.61,57.69
9.36,3,1.31,35,5,10,4,1,2,7,10.58,2,3,4.51,64,26.62,63.1,13.73,54.76
9.03,2,2.95,21,8,9,10,1,2,7,12.42,5,1,6.18,85,40.32,60.5,16.64,61.5
8.41,2,0.84,32,9,6,10,10,4,2,23.08,1,2,5.64,68,53.78,44.4,33.55,59.23
7.45,2,2.82,33,7,3,1,9,1,8,20.43,3,3,7.2,59,58.79,39.2,33.91,52.18
7.17,2,0.57,15,2,4,3,3,1,10,23.33,3,1,6.27,51,32.08,21.7,32.29,45.83
6.28,3,3.45,21,8,4,7,10,3,4,11.54,5,3,4.48,88,43.96,64.5,16.93,62.15
8.09,2,3.34,28,9,9,4,4,2,7,19.91,2,2,4.93,52,46.47,78.4,29.49,67.1
6.43,1,3.53,12,4,7,4,10,2,9,16.84,1,1,4.11,56,60.46,72.3,34.45,72.47
9.06,1,0.63,36,8,8,10,5,2,8,22.61,3,2,6.92,94,59.03,44.3,43.82,63.54
8.41,1,3.58,35,3,7,3,3,3,7,21.97,1,2,5.48,62,58.44,57.8,32.83,65.78
9.0,2,2.76,24,5,5,7,3,4,2,21.48,1,1,6.97,54,51.6,55.599999999999994,44.47,61.98
9.69,1,0.64,12,3,7,7,6,10,10,7.63,3,3,7.41,90,37.18,37.4,14.02,63.07
8.3,1,1.5,24,6,1,6,9,7,8,8.81,4,1,5.97,45,33.66,29.0,12.31,48.31
8.64,1,1.31,32,7,8,7,3,5,5,11.15,3,1,6.34,58,47.64,42.1,15.41,53.49
6.86,3,3.02,21,4,6,5,1,5,9,8.84,1,1,5.36,61,43.95,62.2,14.74,66.33
8.94,1,0.88,28,10,4,8,9,10,7,12.17,3,2,5.35,73,33.64,20.8,22.47,52.91
7.69,1,1.81,19,8,6,3,2,1,1,23.09,3,3,7.06,86,60.88,47.1,49.56,67.36
9.39,2,1.5,27,9,7,2,2,5,6,13.51,5,1,7.88,67,49.53,42.0,16.7,52.76
8.3,3,0.65,18,6,8,2,1,8,6,20.64,4,2,8.62,81,28.3,47.5,26.01,54.75
9.58,2,3.86,30,5,5,9,8,8,7,14.61,3,2,4.16,77,29.97,58.6,24.24,68.13
8.17,1,0.73,26,1,7,2,6,7,5,16.33,2,1,8.31,59,37.88,38.3,29.27,53.31
7.8,3,0.66,27,8,2,5,8,5,5,21.92,2,3,4.13,84,34.53,17.6,39.79,56.47
7.92,1,1.96,18,8,9,6,9,6,4,7.44,5,1,6.11,56,27.01,46.6,10.92,52.35
8.73,2,3.07,24,7,2,2,9,7,4,21.36,1,3,8.04,89,45.26,40.7,44.81,65.38
8.44,3,1.05,20,4,4,4,6,6,2,13.54,2,2,6.07,60,26.86,29.5,24.66,49.27
6.32,2,1.28,29,6,9,2,10,4,1,23.08,5,2,6.3,69,68.9,50.8,31.53,62.36
6.33,3,3.39,28,3,6,8,3,6,10,20.91,5,2,7.81,41,57.56,67.9,29.15,53.53
7.83,1,1.4,33,3,1,10,4,3,7,17.82,1,3,5.63,79,26.77,20.0,35.34,53.22
7.54,2,0.6,15,6,3,5,4,7,4,19.6,5,1,6.21,92,27.75,34.0,32.82,55.96
6.37,2,1.88,16,10,2,6,1,9,6,21.34,3,3,8.51,71,41.11,38.8,43.31,59.29
7.36,3,0.83,23,7,3,4,2,1,6,24.86,5,2,4.06,40,22.1,26.299999999999997,48.94,55.23
9.65,2,2.68,24,3,5,1,3,5,2,8.33,4,2,8.84,80,69.37,41.8,10.37,57.56
6.89,2,2.25,12,1,8,9,9,2,4,8.32,2,1,8.61,69,23.44,60.5,10.37,50.19
7.38,3,0.76,25,1,1,3,3,9,9,4.9,5,3,4.49,91,27.39,15.6,8.17,55.89
6.94,3,0.85,20,1,7,7,5,7,9,22.86,3,1,6.01,53,29.94,31.5,39.26,50.0
7.95,3,2.95,25,9,9,8,5,4,10,10.58,2,3,8.06,74,22.95,59.5,13.27,52.91
9.22,1,0.91,36,6,10,4,6,7,4,5.17,4,2,8.12,78,42.53,41.1,6.74,51.49
9.14,2,2.89,19,4,6,8,10,1,4,11.43,4,3,8.08,54,68.67,60.900000000000006,23.96,60.97
7.73,3,2.42,27,6,7,2,1,7,5,23.85,4,2,6.48,83,22.84,55.2,32.23,51.67
7.76,3,1.27,29,9,6,3,9,9,7,18.84,2,3,4.62,46,51.79,41.7,27.38,53.94
7.22,1,1.45,34,9,4,7,3,7,5,22.99,1,2,7.67,43,43.12,35.5,29.49,39.61
8.74,1,1.85,29,1,7,10,10,5,8,6.46,5,1,6.0,54,31.89,57.5,9.88,50.38
8.32,3,0.68,35,4,7,4,7,4,1,11.04,2,3,7.54,58,54.85,37.8,18.54,49.43
8.53,2,2.3,32,4,6,4,3,4,8,15.68,1,3,6.8,50,24.66,56.0,20.14,44.57
8.94,3,2.62,21,8,4,6,2,8,2,18.63,4,2,9.0,58,46.64,58.2,27.91,48.86
7.88,3,3.18,15,5,1,5,3,1,7,9.95,4,1,7.21,95,48.94,52.8,15.04,62.59
9.19,1,4.0,21,4,7,1,7,5,3,12.26,5,1,6.54,53,65.78,74.0,17.9,64.42
9.15,1,1.33,36,4,7,1,2,10,6,5.3,4,3,5.94,52,35.29,44.3,7.74,54.31
9.7,3,3.66,14,8,5,8,6,1,10,5.0,5,3,6.76,51,37.51,71.6,10.16,64.18
7.25,2,1.37,16,10,7,10,8,3,6,10.71,4,1,5.7,78,24.74,44.7,13.31,54.13
6.14,3,3.71,13,1,6,5,6,7,2,13.22,3,3,8.4,42,51.14,66.1,16.22,49.83
8.04,3,3.34,22,5,5,5,6,9,5,10.1,3,3,5.04,93,44.82,60.4,17.79,67.42
8.82,2,3.8,12,7,6,4,3,6,1,22.01,1,3,4.13,56,31.52,67.0,41.53,66.08
6.14,1,3.49,18,6,2,4,10,6,3,9.26,3,2,4.98,57,20.48,56.900000000000006,13.75,52.23
8.85,3,1.03,27,8,8,5,5,9,5,19.91,5,3,8.17,69,58.6,49.3,39.21,61.44
8.67,3,1.82,18,3,2,3,4,6,3,22.67,4,1,8.41,75,28.89,37.2,43.77,57.59
7.01,2,3.62,17,7,3,2,6,6,2,11.82,2,1,6.02,76,31.49,54.2,25.33,67.03
8.19,1,3.31,20,10,3,7,3,4,9,13.82,1,3,5.36,81,24.74,54.1,22.43,58.97
8.98,3,0.58,26,6,3,9,8,2,3,21.2,5,3,7.38,77,44.8,31.8,46.02,64.3
8.34,1,2.63,12,1,2,4,3,2,7,15.02,4,2,4.13,84,59.03,39.3,19.43,59.88
6.29,2,0.62,27,4,5,1,7,10,1,23.74,3,3,5.66,54,39.07,32.2,38.33,50.24
8.77,1,0.82,34,2,9,9,7,1,3,10.46,3,1,5.79,91,53.88,44.2,13.59,55.21
7.2,3,3.23,21,1,7,10,10,8,7,21.82,2,3,7.66,41,63.06,68.3,43.14,63.65
7.24,1,1.86,26,9,7,1,4,3,6,14.02,5,3,4.38,45,21.73,45.6,25.18,55.9
7.83,2,1.19,31,1,8,5,1,7,7,15.07,3,1,5.79,52,53.89,38.9,25.34,54.34
6.51,3,2.65,22,9,9,2,1,1,6,24.71,3,3,6.41,53,56.96,58.5,37.36,55.21
9.74,1,1.94,16,3,8,4,10,4,5,18.13,1,2,7.27,80,29.16,50.4,35.93,56.92
8.76,1,1.74,18,6,8,1,5,7,6,14.29,3,2,4.69,73,42.22,50.4,26.97,61.23
7.06,1,1.65,20,3,5,3,8,6,4,12.69,3,3,4.69,41,57.9,43.5,19.49,52.55
6.99,1,2.27,24,6,4,7,8,1,1,9.11,5,3,7.05,93,45.18,44.7,17.0,67.24
6.5,1,2.52,27,2,5,2,2,4,5,9.46,2,2,6.6,47,45.65,44.2,18.87,62.01
9.49,2,2.32,21,10,3,10,8,5,3,7.46,2,3,5.5,51,31.85,45.2,12.14,48.6
8.03,1,0.52,29,1,5,7,2,5,6,21.5,4,3,7.15,73,38.11,32.2,43.22,62.33
7.38,2,2.48,35,9,6,10,6,3,2,12.08,1,1,8.16,57,21.88,48.8,20.75,54.87
8.14,2,0.81,34,5,3,8,3,6,10,12.35,2,2,5.38,67,46.93,25.1,17.88,51.92
6.82,2,3.45,19,5,8,10,5,1,3,13.15,1,2,4.01,76,46.08,74.5,20.99,66.41
7.69,1,1.38,23,6,7,4,8,9,3,13.87,2,2,8.13,90,58.75,45.8,27.49,67.5
7.54,3,2.66,30,8,9,10,2,1,5,9.43,3,2,5.45,53,64.99,57.6,17.72,68.95
7.74,3,3.12,30,8,9,10,2,1,1,15.73,2,3,8.87,89,20.74,62.2,19.39,55.75
7.88,1,1.9,27,4,5,5,8,3,4,8.61,4,2,4.39,55,21.96,43.0,12.29,52.29
8.61,2,0.99,12,10,4,4,10,7,7,20.43,2,1,5.23,63,39.31,23.9,40.48,53.09
9.3,2,2.68,17,8,1,4,9,7,7,15.5,2,1,5.28,52,42.38,30.8,21.62,45.23
8.32,3,3.61,26,6,6,5,10,6,2,8.39,1,2,8.14,50,46.13,72.1,12.0,59.44
