gpa,college_tier,study_time,switch_months,risk_score,ambition_score,stability_score,learning_score,salary_priority,wlb_preference,ctc,company_type,location_tier,workload_score,skill_match,savings_rate,switch_probability,predicted_2yr_salary,satisfaction_score
9.46,2,2.57,32,8,3,1,4,7,2,13.55,4,1,5.19,83,65.16,38.7,22.42,65.92
6.68,3,2.11,35,3,4,5,9,8,4,13.02,3,1,6.04,48,22.98,34.099999999999994,25.19,49.35
8.02,3,3.8,20,6,6,5,3,8,2,9.23,4,3,5.1,44,32.3,68.0,19.52,66.45
6.01,3,1.02,16,3,5,1,5,2,10,20.03,5,2,5.68,57,40.77,37.2,28.19,46.03
9.13,3,3.13,33,3,4,2,1,1,3,7.53,5,1,7.29,42,43.45,54.3,10.04,49.03
7.34,3,0.69,12,1,10,4,10,9,4,13.34,2,3,5.1,85,60.83,56.9,27.03,69.15
8.77,1,2.69,24,1,9,10,9,4,6,12.94,2,1,4.15,94,28.78,63.9,17.12,60.52
7.15,3,3.86,33,3,7,7,2,9,2,23.76,3,1,4.21,84,23.91,65.6,34.79,63.02
8.37,1,2.32,17,2,5,6,5,8,6,18.58,2,2,8.28,55,41.07,45.2,30.38,53.53
6.94,1,3.4,14,2,2,8,6,6,3,5.02,3,1,7.04,92,51.71,56.0,6.51,65.77
7.97,3,1.96,20,9,4,7,10,10,8,11.09,5,3,4.93,77,54.28,45.6,14.51,60.04
6.06,1,3.57,28,6,3,5,4,3,1,4.77,5,2,8.74,44,33.33,44.699999999999996,8.13,45.79
6.45,3,3.97,17,8,3,4,4,1,6,4.76,4,2,6.15,92,50.78,55.7,6.5,65.24
7.1,1,0.75,34,7,10,6,7,5,6,8.93,4,3,7.7,49,55.52,43.5,17.44,58.67
9.72,3,3.27,15,4,9,6,4,7,10,9.03,1,3,4.36,87,36.79,61.7,19.08,68.31
7.3,2,1.76,13,1,1,6,10,5,8,12.89,2,1,5.78,92,49.8,39.6,16.45,56.8
9.39,3,3.51,19,6,8,4,7,7,1,24.07,4,2,8.88,72,28.44,67.1,37.3,55.64
6.68,3,0.85,29,8,6,4,10,1,5,4.33,5,2,6.33,45,59.63,43.5,6.36,53.11
7.65,1,2.61,34,9,10,8,8,7,10,9.34,5,2,7.76,53,24.37,59.099999999999994,18.88,54.86
6.4,3,1.43,29,8,1,3,1,1,1,18.52,1,1,5.04,80,61.12,25.299999999999997,29.49,60.11
7.66,3,2.26,17,1,2,1,7,8,3,14.83,4,2,7.15,80,54.27,41.599999999999994,26.19,64.43
8.16,1,3.78,26,8,7,2,8,1,1,21.75,4,2,5.93,56,39.69,61.8,44.28,61.83
8.16,2,2.19,29,7,2,7,6,6,8,8.6,4,3,7.56,76,65.3,29.9,17.59,60.23
8.3,2,2.98,17,10,3,3,9,6,9,14.97,2,2,4.28,79,35.95,41.8,21.16,59.34
8.96,3,2.15,30,2,4,4,2,4,5,22.55,2,2,5.85,43,25.87,39.5,37.39,50.81
9.41,1,1.35,29,10,8,4,3,6,4,20.52,2,1,7.6,54,32.86,42.5,41.62,57.24
7.42,1,2.36,15,8,5,3,9,2,2,24.07,4,1,6.4,53,33.39,55.599999999999994,36.27,53.26
9.02,2,0.63,17,4,2,7,8,6,5,16.32,5,2,8.78,54,41.42,14.3,31.51,51.19
8.57,1,1.5,35,3,9,7,4,6,6,8.09,5,1,5.82,84,58.85,47.0,16.37,69.07
7.58,1,1.35,17,10,8,10,5,10,7,13.09,1,3,5.26,68,30.59,56.5,18.56,61.05
6.86,1,3.02,20,4,10,8,7,7,3,24.23,1,2,5.36,71,52.35,65.2,45.87,73.33
7.46,1,3.66,15,6,1,4,4,2,2,23.61,1,1,5.46,42,50.26,53.6,49.67,57.97
8.27,3,1.53,13,7,2,7,2,1,1,13.52,4,3,7.16,49,30.09,23.3,29.29,51.86
9.48,1,2.23,18,10,9,8,9,7,7,23.72,4,1,8.88,52,24.76,51.3,34.31,48.81
7.79,1,1.64,24,1,1,4,7,9,6,9.04,3,1,8.49,72,64.79,33.4,19.12,59.57
9.16,3,3.58,28,7,4,4,2,9,9,18.64,4,3,6.14,83,52.24,56.8,40.62,74.96
7.22,3,3.41,13,1,4,6,4,1,4,24.0,1,2,6.22,69,48.45,54.1,43.83,62.35
6.23,2,1.04,34,6,1,6,10,7,5,4.07,4,3,4.74,79,44.75,18.4,6.96,55.08
8.12,2,1.61,35,10,9,3,4,7,10,5.74,2,1,6.16,95,50.68,53.1,8.25,65.77
9.48,2,2.0,18,3,2,8,9,3,1,14.83,4,1,7.15,87,41.56,38.0,29.5,64.57
8.48,1,3.3,33,6,1,3,9,3,2,17.77,3,1,7.42,55,69.54,46.0,28.23,55.86
8.6,2,1.95,14,9,1,6,6,1,6,18.46,4,3,7.5,40,34.93,22.5,39.44,50.12
7.08,2,2.35,28,1,7,1,9,3,7,19.07,2,1,6.24,41,25.75,64.5,34.9,55.03
9.19,3,2.59,36,9,2,2,4,5,3,23.05,4,3,5.55,41,43.2,33.9,32.52,47.18
6.67,2,3.53,18,4,4,2,1,7,8,21.52,5,2,5.4,73,64.21,47.3,43.03,66.34
7.47,1,3.57,30,7,9,3,1,7,3,18.89,3,3,8.64,49,57.18,73.69999999999999,26.44,54.4
9.45,1,0.59,30,5,1,3,1,8,3,21.95,2,1,4.05,91,32.55,21.9,26.36,56.31
7.57,2,3.11,14,4,10,10,9,4,3,24.52,4,3,5.61,52,34.11,67.1,33.08,52.75
6.9,1,0.76,25,3,10,7,5,8,2,22.24,4,2,6.48,62,64.23,56.6,46.17,70.4
9.33,3,0.8,18,4,7,8,7,8,6,10.43,4,2,6.16,41,37.95,33.0,20.96,54.15
8.92,2,1.74,15,5,5,6,2,7,3,21.4,4,2,8.8,75,54.11,41.4,43.48,65.51
8.17,2,0.61,30,6,6,8,4,2,7,22.03,4,2,5.35,78,39.71,36.1,44.47,61.14
7.14,1,2.79,18,6,8,3,8,9,5,11.65,5,3,4.27,92,54.54,66.9,19.17,76.94
6.82,3,2.41,19,8,7,6,9,7,7,9.85,4,3,6.68,52,33.49,51.1,13.69,49.72
6.42,2,0.5,22,2,6,4,4,7,4,10.34,1,2,7.31,43,57.38,30.0,18.6,46.91
9.2,2,3.92,34,2,5,3,1,7,4,14.27,5,2,7.47,68,61.65,74.2,30.38,74.34
7.92,1,0.89,30,1,6,9,7,9,10,24.47,3,3,8.55,83,48.29,44.9,36.69,59.26
7.55,2,2.1,35,7,4,4,6,3,5,20.45,3,2,8.24,55,24.86,40.0,34.88,50.68
7.97,2,2.61,33,9,7,8,2,6,2,8.61,2,3,7.12,95,66.27,64.1,12.62,64.65
7.35,2,1.22,35,9,3,2,7,8,7,4.99,4,3,7.23,57,68.03,25.2,6.38,51.74
8.7,2,1.64,32,7,2,9,8,7,2,14.65,4,3,7.1,67,59.56,39.4,27.24,60.2
9.56,2,3.96,19,5,7,4,3,10,7,11.46,3,3,4.57,93,27.2,64.6,19.25,63.86
6.2,2,3.17,29,1,5,3,3,5,10,13.18,5,3,5.75,95,52.86,65.7,27.26,78.66
6.78,1,0.75,23,1,10,1,3,5,5,5.26,1,2,6.54,79,41.27,45.5,10.46,65.9
8.62,2,3.1,33,1,3,10,8,9,10,11.28,2,3,8.95,56,47.86,56.0,20.59,54.09
7.29,2,2.38,32,5,6,6,2,3,4,7.2,5,3,8.47,84,54.32,59.8,9.45,53.87
7.29,1,2.82,19,10,2,8,3,7,3,23.36,4,1,6.59,49,30.15,39.2,45.09,51.94
9.35,3,1.05,28,2,10,6,9,1,1,8.26,4,2,7.1,63,35.79,54.5,17.48,66.44
7.79,2,3.2,35,2,5,5,8,8,10,15.56,2,1,8.22,67,35.0,49.0,28.35,53.69
7.39,3,2.32,15,10,8,6,4,8,4,23.08,5,1,7.17,67,50.61,51.2,47.1,65.58
7.22,3,1.73,31,7,1,2,7,8,1,8.39,2,1,4.39,73,39.53,23.3,13.21,57.33
7.16,3,3.71,28,4,1,5,3,10,10,19.84,2,1,6.6,61,43.57,59.1,30.82,53.99
6.55,2,4.0,19,8,1,2,7,4,4,6.57,2,1,7.87,95,34.49,52.0,12.92,64.64
7.56,3,3.61,27,7,7,2,6,10,4,21.36,1,3,8.23,50,61.61,59.1,33.64,52.24
8.67,2,1.59,15,6,5,4,8,9,6,7.17,1,2,5.84,71,34.87,38.9,11.66,59.34
8.84,1,2.42,16,4,4,7,8,7,4,22.08,3,2,4.74,63,23.59,47.2,30.82,57.49
9.57,3,3.66,32,3,5,8,9,3,10,15.97,4,2,7.21,78,57.25,67.6,23.02,59.64
8.95,3,1.35,26,6,2,5,10,7,1,19.51,3,2,6.17,47,64.4,34.5,38.56,59.54
8.99,3,1.04,32,7,6,8,5,2,4,11.47,4,1,6.51,64,43.84,42.4,21.14,62.15
9.71,3,1.63,31,1,5,5,8,6,9,22.57,1,1,5.52,51,28.57,32.3,39.38,48.65
8.39,3,0.88,27,9,7,9,3,7,2,17.8,1,3,6.55,73,51.21,46.8,31.08,58.17
7.9,3,0.52,23,10,6,4,1,4,8,19.11,5,2,5.99,94,20.12,34.2,37.79,65.41
7.34,3,3.81,15,10,9,8,9,8,1,21.29,2,3,6.07,67,51.41,83.1,33.1,66.28
6.35,1,3.41,24,4,1,1,10,8,1,7.17,5,3,5.5,69,48.15,42.1,13.37,58.48
8.44,1,0.83,31,8,9,6,2,7,3,21.43,4,1,4.05,86,51.43,55.3,44.56,75.73
9.05,2,3.18,30,3,10,2,6,10,10,5.16,5,3,8.0,45,27.42,75.8,7.37,50.94
7.68,3,0.62,28,10,8,7,1,8,1,18.87,3,2,6.63,58,47.33,37.2,39.0,63.67
6.53,3,2.18,26,7,1,2,3,4,9,23.94,1,1,7.89,41,69.58,29.8,44.92,53.1
7.94,1,3.53,14,4,9,4,8,6,4,18.85,1,3,5.5,82,58.12,79.3,37.44,79.21
9.78,3,3.98,27,5,4,4,5,8,2,16.21,1,3,6.12,48,45.51,55.8,22.87,58.16
6.88,3,0.94,23,4,10,3,9,6,8,9.53,1,2,7.57,70,50.69,59.4,14.38,61.08
6.07,2,3.05,34,1,6,2,3,5,7,12.83,1,1,5.51,95,33.0,67.5,26.73,78.37
8.09,3,1.73,18,7,7,9,10,4,7,12.45,3,3,4.26,93,48.56,56.3,20.93,71.99
8.16,1,3.34,36,9,2,8,8,3,10,23.99,2,2,6.35,62,58.92,45.4,50.4,64.04
9.63,3,2.37,36,7,2,8,8,7,4,16.87,1,3,6.86,67,52.09,31.700000000000003,27.52,57.56
6.03,2,1.7,17,7,9,9,5,5,5,11.72,5,1,7.71,47,43.49,56.0,21.92,53.54
8.2,1,2.31,19,8,1,7,4,1,8,17.48,3,3,4.08,49,61.27,44.1,26.97,63.03
8.25,3,2.98,34,4,6,9,9,3,4,15.9,5,2,6.51,53,61.54,50.8,22.78,56.32
6.53,3,1.85,13,7,4,8,8,6,3,12.75,3,1,5.86,72,68.11,47.5,26.01,66.53
7.64,2,2.14,14,8,9,6,10,8,9,13.33,5,1,5.91,65,47.1,51.400000000000006,16.43,55.79
8.84,3,0.91,33,8,6,8,5,9,5,11.98,1,1,7.08,63,42.3,40.1,18.06,50.01
9.45,3,2.61,31,10,8,9,9,10,8,12.42,1,1,8.09,82,52.58,68.1,21.48,62.26
7.93,1,2.37,26,10,3,10,4,7,9,5.59,1,3,7.74,45,26.33,52.7,11.18,58.81
6.63,3,1.02,23,4,6,3,6,7,7,19.71,5,1,7.09,71,28.47,29.2,35.13,49.51
8.29,1,0.7,23,3,4,2,6,7,3,19.9,5,2,6.67,63,43.93,33.0,35.65,54.39
7.73,2,2.97,13,9,7,3,10,9,4,13.15,5,3,7.51,55,21.49,67.7,27.47,57.04
8.01,3,1.0,20,8,2,9,4,2,10,8.21,5,2,7.25,69,65.1,18.0,17.46,61.54
9.45,3,1.82,32,7,5,4,6,10,3,9.93,3,3,5.54,71,35.67,41.2,18.7,60.05
9.39,1,1.35,28,9,5,7,2,9,8,12.93,2,1,6.44,50,27.47,33.5,15.98,39.23
9.78,3,1.01,16,10,8,1,7,5,8,16.88,4,1,7.59,41,33.74,43.1,32.12,53.93
7.9,2,1.11,17,4,8,9,3,6,9,11.84,3,1,5.38,40,27.09,45.1,15.6,49.88
9.56,1,2.26,25,7,8,3,3,4,2,4.98,1,2,8.44,65,67.08,56.599999999999994,9.15,66.22
9.06,1,1.64,31,2,10,1,7,7,5,19.6,5,2,4.41,64,67.99,54.4,38.06,69.61
8.44,2,2.26,19,10,5,10,2,5,5,11.21,2,3,5.57,54,50.27,42.599999999999994,21.01,61.14
8.05,1,1.18,35,5,6,6,10,5,2,19.56,4,3,5.87,44,41.21,39.8,32.73,54.46
8.02,3,2.14,25,9,2,4,6,9,9,14.31,1,1,8.16,94,59.35,47.400000000000006,26.27,66.15
6.54,1,1.84,32,7,5,1,9,5,4,22.62,1,1,5.55,88,59.36,42.400000000000006,31.48,59.81
9.13,2,1.98,33,2,1,9,9,4,6,23.56,2,1,4.0,57,64.03,36.8,41.76,56.5
8.94,3,2.34,24,2,9,9,7,2,6,16.69,3,1,6.38,52,58.48,51.4,33.87,65.24
8.45,3,3.1,21,3,7,3,4,6,6,12.1,3,2,5.29,71,63.3,66.0,23.98,67.71
7.28,3,1.7,23,3,1,4,2,9,8,10.77,1,3,4.24,61,49.92,32.0,19.37,63.78
7.13,3,1.15,19,2,5,8,6,7,10,9.18,3,2,5.18,60,57.13,29.5,16.73,54.01
7.39,3,0.51,20,5,9,5,1,7,2,7.51,4,3,4.31,84,41.87,44.1,13.57,61.39
9.56,2,3.9,17,5,1,6,8,7,5,12.63,5,2,5.79,65,43.21,50.0,17.74,51.95
7.66,2,3.88,33,8,2,7,9,4,3,5.37,1,2,4.24,57,37.67,50.8,11.45,69.01
6.79,3,0.79,16,4,4,1,10,5,8,6.29,2,2,6.95,89,48.04,25.9,13.15,59.26
9.21,2,1.05,32,3,3,10,5,3,1,13.77,3,3,6.53,61,62.33,20.5,20.24,49.06
7.81,2,2.99,33,8,10,1,10,3,9,20.39,1,3,7.33,94,42.07,75.9,28.74,67.81
7.56,3,3.43,21,10,6,8,6,2,7,24.57,4,2,7.29,63,67.33,56.300000000000004,35.18,56.85
9.6,1,2.5,16,1,4,2,6,10,9,21.99,5,1,6.56,79,38.47,41.0,46.76,63.64
8.96,3,1.3,22,9,6,1,8,3,4,13.12,2,2,8.91,92,64.74,31.0,21.33,58.26
6.68,3,1.92,34,7,2,7,9,3,8,22.5,2,2,4.3,43,54.69,32.2,47.04,56.31
7.67,3,1.89,33,8,6,2,1,4,7,10.97,3,1,4.7,81,40.33,40.9,19.04,65.22
8.71,1,1.13,31,2,6,6,8,4,10,18.88,3,2,8.51,93,41.45,46.3,27.74,60.36
9.4,2,1.09,18,1,10,2,3,1,1,22.58,1,1,7.66,89,47.38,47.9,40.39,66.72
8.64,3,2.29,20,7,8,4,7,7,7,10.57,3,2,5.11,89,30.48,55.9,17.41,67.81
7.66,3,2.44,30,1,7,8,7,1,10,16.46,4,1,7.68,67,43.65,51.4,34.78,64.14
6.23,1,1.57,20,2,4,4,5,6,9,12.5,1,3,5.7,73,48.97,35.7,20.83,57.7
6.77,2,0.63,16,10,1,6,4,3,4,23.22,2,3,7.17,58,47.75,21.3,31.91,47.78
6.76,1,3.43,21,1,10,4,2,5,6,18.17,3,1,6.52,85,43.55,80.30000000000001,33.49,67.96
8.13,1,3.38,25,5,8,6,3,6,9,6.08,4,3,8.71,91,31.22,63.8,12.1,60.78
8.67,2,1.74,17,6,1,5,8,8,10,15.13,1,2,5.08,78,50.7,34.4,26.53,59.94
7.83,2,0.66,23,7,10,8,9,10,6,14.32,3,2,4.72,59,20.42,56.6,26.93,57.26
6.25,2,2.9,35,1,9,1,4,9,9,23.8,1,3,6.35,81,57.57,73.0,48.9,75.69
7.79,1,1.87,13,7,3,1,8,5,10,8.34,3,2,5.15,50,42.37,47.7,15.53,59.73
6.75,2,0.91,32,10,10,6,8,3,1,17.42,2,2,4.31,71,53.4,45.1,26.96,58.76
8.41,2,1.69,36,9,4,5,8,10,8,22.21,1,1,4.31,82,45.7,34.9,29.59,52.4
8.42,1,3.16,36,5,7,6,8,10,10,11.53,3,2,8.8,92,60.78,59.6,22.29,71.02
7.9,3,2.7,28,1,4,2,5,4,5,16.49,3,1,6.97,43,32.71,56.0,31.78,60.46
9.1,1,0.95,18,10,9,10,7,8,7,5.11,4,3,8.89,59,55.5,54.5,8.76,59.06
6.5,2,2.5,17,9,10,1,1,9,6,12.08,5,1,7.59,65,63.08,57.0,20.75,61.48
6.85,1,3.63,24,7,8,8,5,6,1,16.12,5,2,6.39,76,45.8,77.3,31.56,73.37
7.0,1,3.74,16,9,2,7,1,6,8,11.48,4,2,7.17,88,22.62,62.400000000000006,18.93,65.79
6.68,2,2.93,31,1,3,8,8,2,5,20.56,1,1,5.68,77,40.5,42.3,39.95,64.73
6.56,2,2.84,30,5,8,2,10,5,7,9.81,3,2,6.13,83,41.27,66.4,17.69,64.91
7.44,1,1.03,19,7,6,10,6,4,4,18.6,3,1,6.6,84,40.08,34.3,24.07,54.23
8.31,1,1.56,36,7,9,3,7,8,10,13.42,3,3,4.81,47,32.87,47.6,20.01,48.65
6.65,1,2.96,16,5,8,8,2,5,2,15.41,2,1,8.6,77,46.62,72.6,19.57,62.61
7.67,3,2.79,20,10,1,3,6,4,2,12.44,3,2,5.28,74,45.12,48.9,22.12,66.5
7.8,2,2.22,32,5,8,1,3,5,7,7.12,4,2,5.64,82,48.8,47.2,9.84,56.57
9.01,1,1.67,23,4,10,8,7,3,5,7.01,1,2,8.39,68,27.6,49.7,12.6,59.73
7.67,1,3.85,30,1,3,5,9,2,2,24.68,4,2,6.09,44,49.79,61.5,51.93,62.26
8.59,1,0.79,33,7,1,4,9,4,9,10.49,4,1,7.24,44,61.08,20.9,22.98,57.9
6.47,1,0.56,22,1,7,1,1,4,9,4.36,4,3,7.87,54,37.75,32.6,8.02,50.85
8.9,2,1.65,31,5,10,2,1,7,6,18.56,2,1,8.0,71,38.75,46.5,31.02,50.55
9.5,1,2.72,35,2,8,3,8,7,2,20.73,1,3,8.69,49,65.13,62.2,31.94,51.59
7.2,3,0.95,12,7,1,6,2,10,2,21.61,1,3,7.93,76,43.75,13.5,33.95,49.79
6.92,2,1.02,12,10,2,10,9,6,4,16.69,3,1,7.89,51,52.53,26.2,27.25,43.23
9.7,2,1.05,12,3,2,9,4,4,7,21.53,1,2,8.02,59,24.25,23.5,27.09,39.6
7.72,1,0.95,36,3,5,8,9,4,2,7.17,4,2,8.58,82,30.02,24.5,14.55,53.51
8.76,2,2.65,30,10,6,1,10,4,10,23.92,2,1,6.63,58,41.96,56.5,49.85,59.08
6.03,2,3.29,23,2,9,6,1,4,9,22.15,3,1,6.28,84,47.83,76.9,35.03,68.64
9.11,1,2.38,24,7,5,5,7,5,7,11.06,2,3,4.17,75,48.26,57.8,20.18,63.95
6.09,1,1.18,36,6,2,3,5,9,8,23.7,1,2,8.19,93,26.3,19.799999999999997,51.88,54.47
6.68,1,2.97,19,9,5,8,4,5,4,15.64,4,2,8.76,86,24.61,46.7,34.11,62.0
7.87,1,1.92,26,9,9,8,9,7,7,4.07,2,1,8.99,71,38.19,64.2,6.2,60.21
7.09,3,0.54,36,3,1,1,7,7,1,5.69,3,3,7.72,68,58.63,22.4,7.0,50.19
7.61,3,3.85,20,3,1,1,2,6,9,16.36,5,2,5.47,41,28.24,50.5,21.24,50.29
8.62,2,3.17,30,9,2,10,8,1,2,24.33,1,3,6.19,53,20.38,52.7,36.21,53.78
9.34,3,0.7,29,9,4,9,3,9,6,10.62,4,3,5.08,62,39.83,38.0,17.31,51.82
6.02,3,2.4,26,7,8,3,3,3,9,16.99,2,2,6.54,54,46.9,51.0,21.95,56.76
6.2,3,2.64,20,9,3,2,1,3,10,7.55,4,2,5.74,52,69.06,35.400000000000006,10.77,52.02
7.82,3,2.5,34,8,3,1,5,5,2,22.99,3,1,7.12,73,45.39,44.0,47.48,64.66
6.86,1,1.48,19,9,5,3,5,6,8,21.37,5,2,8.17,72,66.18,35.8,43.14,60.67
7.77,1,2.55,26,6,1,2,4,3,1,22.0,4,3,4.84,46,64.6,41.5,45.29,58.41
6.26,2,3.89,33,1,5,9,10,1,2,8.43,3,2,6.27,93,29.73,65.9,14.04,62.84
8.23,2,3.42,25,10,1,10,1,3,6,12.49,4,3,7.75,90,37.74,52.2,17.47,60.55
8.79,2,3.34,20,3,8,10,7,3,7,22.17,1,3,4.6,83,44.15,69.4,44.33,68.74
9.0,2,2.39,20,2,7,9,7,7,8,16.23,2,2,6.79,86,25.65,58.900000000000006,23.32,61.09
6.21,3,3.23,26,4,9,7,5,9,9,21.61,4,1,6.48,79,22.15,74.3,38.04,64.21
7.41,2,2.15,31,8,1,9,1,1,4,9.27,2,2,7.15,43,61.11,41.5,13.77,48.38
6.33,3,1.92,17,5,4,1,2,1,3,16.52,2,1,5.39,92,58.04,49.2,27.44,63.26
7.95,1,3.53,27,8,6,4,9,7,9,12.04,5,2,8.42,77,45.95,60.3,22.93,59.93
9.76,2,3.07,28,8,6,10,10,5,8,21.6,5,3,8.16,84,47.13,65.7,30.78,63.57
8.41,3,1.27,23,7,2,8,2,4,8,21.45,5,2,5.3,87,64.45,34.7,30.09,60.32
6.27,2,2.61,19,8,7,5,9,8,1,6.47,5,1,8.16,53,69.66,50.099999999999994,10.11,60.29
8.14,1,2.63,17,6,8,5,2,1,5,9.61,2,1,5.77,61,59.52,55.3,11.86,54.23
6.27,1,2.31,29,3,5,3,2,3,2,13.54,3,1,4.24,60,52.82,38.1,17.45,50.04
7.66,1,0.63,20,7,10,1,5,8,2,12.33,3,1,5.91,73,44.61,39.3,23.37,61.65
7.5,1,1.16,35,3,4,7,7,2,10,4.83,3,1,6.15,94,31.61,23.6,7.7,56.13
8.42,3,0.76,22,6,4,7,10,9,3,8.4,2,1,5.02,72,25.63,20.6,18.34,57.23
9.43,1,2.36,22,2,4,2,6,3,8,16.09,1,1,6.81,59,46.8,50.599999999999994,33.16,63.78
6.84,3,1.71,15,7,1,5,7,3,1,7.82,3,3,5.27,54,51.97,31.1,10.56,50.92
7.63,3,1.76,20,10,2,9,8,6,10,18.64,4,1,8.45,60,69.51,41.6,25.9,51.88
6.33,3,3.89,36,4,9,9,5,2,4,24.86,3,3,6.82,64,44.69,70.9,48.34,70.49
6.28,3,3.48,20,4,9,4,10,10,7,22.17,2,3,6.26,90,52.26,72.8,37.81,68.58
9.03,2,2.74,27,6,2,3,7,2,5,8.08,1,1,8.07,71,39.83,33.400000000000006,10.06,47.11
8.57,1,0.62,31,1,8,8,3,2,1,6.54,4,3,4.05,54,33.1,44.2,11.33,52.8
8.16,2,3.94,20,5,2,9,4,5,9,22.63,4,2,4.2,69,57.81,50.4,32.17,66.23
8.98,3,2.86,29,3,1,6,5,1,4,19.37,2,2,6.26,64,50.9,35.599999999999994,36.94,63.68
8.27,3,2.21,12,9,3,10,4,7,6,21.51,1,2,7.66,86,31.36,35.1,35.92,51.69
8.01,1,2.89,21,5,4,1,3,9,1,22.48,2,1,8.73,41,35.5,53.900000000000006,32.73,49.79
9.73,3,3.26,19,2,9,8,9,10,8,21.69,2,1,6.32,48,62.11,71.6,41.98,63.9
6.56,3,1.52,18,10,5,10,1,2,7,16.19,1,2,8.49,71,26.65,33.2,20.65,48.75
9.03,3,0.86,33,2,9,6,10,7,1,18.92,4,1,6.52,76,21.08,40.6,26.67,47.0
7.6,2,1.09,22,9,1,6,7,10,2,6.33,3,3,4.46,62,23.71,27.9,9.67,48.44
8.43,1,3.82,25,5,3,10,5,10,6,10.17,2,3,7.0,77,21.18,57.199999999999996,12.64,50.23
9.02,2,3.73,15,8,3,2,4,4,4,16.75,4,2,7.37,52,69.48,54.3,23.65,58.06
6.09,3,2.58,21,4,5,4,7,6,10,12.12,5,2,5.3,85,62.53,46.8,17.76,58.81
7.25,2,3.52,32,8,5,5,10,10,8,17.22,5,2,7.37,83,50.95,69.2,33.27,66.95
6.83,3,1.8,27,10,6,1,6,4,1,16.36,1,2,4.31,59,39.59,48.0,34.24,59.65
8.45,2,2.46,33,3,7,3,9,6,6,24.85,5,2,4.65,43,22.5,63.6,40.26,57.32
7.48,1,2.26,29,7,10,1,6,3,2,24.57,1,3,7.94,67,45.78,70.6,46.81,62.92
8.13,3,3.39,21,2,5,6,1,2,6,20.23,4,1,8.68,51,50.36,52.9,29.76,50.87
9.43,1,2.5,18,5,9,1,4,4,7,22.62,4,2,6.0,59,34.9,57.0,40.09,54.65
8.43,3,2.94,33,8,1,9,8,4,10,20.39,3,1,8.46,63,58.3,41.4,36.22,52.56
6.39,3,3.14,15,5,4,6,3,1,1,16.87,5,3,8.18,48,60.54,51.400000000000006,31.01,52.77
7.11,3,1.16,29,3,6,6,9,7,1,16.13,1,2,4.84,84,54.31,33.6,27.42,66.78
6.55,2,4.0,25,1,7,5,4,10,2,21.66,3,2,8.7,42,29.77,76.0,29.3,51.33
6.72,1,3.76,12,2,8,1,6,4,3,19.91,5,1,7.83,41,69.1,65.6,31.38,62.36
9.67,3,3.37,31,4,9,8,5,7,2,14.42,3,2,8.0,95,68.75,78.7,28.13,74.7
6.39,3,1.09,28,4,2,4,3,4,9,16.02,4,3,8.36,72,54.63,16.9,29.58,49.7
7.75,1,3.13,17,9,8,1,6,7,4,9.48,2,3,7.89,92,60.05,57.3,11.54,57.91
6.99,3,2.57,35,10,7,4,4,4,2,23.16,2,1,5.25,67,41.42,51.7,40.02,57.4
6.32,1,3.51,17,2,9,10,2,8,2,5.68,2,1,4.43,72,30.61,62.099999999999994,8.94,58.83
7.92,2,0.62,24,7,9,2,10,1,3,19.58,2,2,7.04,74,45.78,38.2,39.19,61.38
9.46,3,3.57,17,4,9,5,3,4,10,5.67,4,1,8.63,62,68.16,63.699999999999996,11.34,60.88
6.78,3,0.52,12,8,10,8,6,9,10,5.16,4,2,4.21,77,48.83,42.2,8.22,64.17
8.13,1,1.59,16,6,7,6,3,7,4,10.43,3,1,5.73,57,29.17,45.9,19.44,60.79
6.68,1,3.92,23,1,5,6,6,9,9,21.02,3,2,7.65,58,33.45,67.2,28.6,51.22
8.54,3,2.63,14,1,6,1,5,9,1,11.57,1,3,5.36,59,52.65,54.3,21.44,61.13
8.1,1,1.51,36,7,5,8,6,10,4,13.42,4,1,8.86,73,35.69,48.1,28.81,64.64
7.0,3,1.2,25,1,3,2,3,8,4,8.65,1,2,8.59,64,48.7,29.0,16.1,51.44
8.75,3,1.36,18,5,6,7,1,4,2,9.24,3,2,4.53,82,46.64,42.6,20.11,67.71
7.07,1,2.09,15,7,10,8,8,4,4,5.1,5,1,8.63,74,35.73,59.9,7.95,55.32
8.97,2,3.29,25,4,1,2,6,6,4,21.34,2,3,8.57,82,30.42,45.9,45.58,65.36
9.55,1,3.13,19,1,2,4,4,1,10,10.49,1,1,8.04,48,58.18,49.3,20.83,54.41
8.83,3,2.4,25,3,3,7,10,5,1,14.8,4,2,6.16,87,37.41,52.0,19.15,61.43
7.12,1,1.67,22,1,5,9,3,6,4,8.77,2,3,4.53,77,51.38,37.7,13.27,57.3
6.85,2,3.03,31,6,7,1,9,5,7,24.11,5,3,5.64,45,20.97,52.3,48.81,55.15
8.3,3,2.39,27,6,2,8,7,9,10,8.86,2,3,7.34,68,60.14,35.900000000000006,12.78,53.38
6.64,3,1.35,18,1,8,8,5,5,1,9.32,4,3,7.52,90,56.99,47.5,16.58,65.86
6.34,2,0.57,19,7,6,3,7,2,10,11.59,2,2,6.99,42,24.5,43.7,21.79,53.05
7.64,1,2.99,30,2,6,5,3,4,1,13.58,2,2,4.81,74,61.41,49.900000000000006,23.86,70.56
8.34,1,1.33,14,2,1,1,4,3,8,6.63,1,1,4.93,78,29.56,30.3,9.2,53.96
